image_name,cell_num,difficult,gametocyte,red blood cell,ring,schizont,trophozoite
PA171710_43.JPG,43,0,0,1,0,0,0
PA171710_44.JPG,44,0,0,1,0,0,0
PA171710_45.JPG,45,0,0,1,0,0,0
PA171710_46.JPG,46,0,0,1,0,0,0
PA171710_47.JPG,47,0,0,1,0,0,0
PA171710_48.JPG,48,0,0,1,0,0,0
PA171710_49.JPG,49,0,0,1,0,0,0
PA171710_50.JPG,50,0,0,1,0,0,0
PA171710_51.JPG,51,0,0,1,0,0,0
PA171710_52.JPG,52,0,0,1,0,0,0
PA171710_53.JPG,53,0,0,1,0,0,0
PA171710_54.JPG,54,0,0,1,0,0,0
PA171710_55.JPG,55,0,0,1,0,0,0
PA171710_56.JPG,56,0,0,1,0,0,0
PA171710_57.JPG,57,0,0,1,0,0,0
PA171710_58.JPG,58,0,0,1,0,0,0
PA171710_59.JPG,59,0,0,1,0,0,0
PA171710_60.JPG,60,0,0,1,0,0,0
PA171710_61.JPG,61,0,0,1,0,0,0
PA171710_62.JPG,62,0,0,1,0,0,0
PA171710_63.JPG,63,0,0,1,0,0,0
PA171710_64.JPG,64,0,0,1,0,0,0
PA171710_65.JPG,65,0,0,1,0,0,0
PA171710_66.JPG,66,0,0,1,0,0,0
PA171710_67.JPG,67,0,0,1,0,0,0
PA171710_68.JPG,68,0,0,1,0,0,0
PA171710_69.JPG,69,0,0,1,0,0,0
PA171710_70.JPG,70,0,0,1,0,0,0
PA171710_71.JPG,71,0,0,1,0,0,0
PA171710_72.JPG,72,0,0,1,0,0,0
PA171710_73.JPG,73,0,0,1,0,0,0
PA171710_74.JPG,74,0,0,1,0,0,0
PA171710_75.JPG,75,0,0,1,0,0,0
PA171710_76.JPG,76,0,0,1,0,0,0
PA171710_77.JPG,77,0,0,1,0,0,0
PA171710_78.JPG,78,0,0,1,0,0,0
PA171710_79.JPG,79,0,0,1,0,0,0
PA171710_80.JPG,80,0,0,1,0,0,0
PA171710_81.JPG,81,0,0,1,0,0,0
PA171710_82.JPG,82,0,0,1,0,0,0
PA171710_83.JPG,83,0,0,1,0,0,0
PA171710_84.JPG,84,0,0,1,0,0,0
PA171710_85.JPG,85,0,0,1,0,0,0
PA171710_86.JPG,86,0,0,1,0,0,0
PA171710_87.JPG,87,0,0,1,0,0,0
PA171710_88.JPG,88,0,0,1,0,0,0
PA171710_89.JPG,89,0,0,1,0,0,0
PA171710_90.JPG,90,0,0,1,0,0,0
PA171710_91.JPG,91,0,0,1,0,0,0
PA171710_92.JPG,92,0,0,1,0,0,0
PA171710_93.JPG,93,0,0,1,0,0,0
PA171710_94.JPG,94,0,0,1,0,0,0
PA171710_95.JPG,95,0,0,1,0,0,0
PA171710_96.JPG,96,0,0,1,0,0,0
PA171710_97.JPG,97,0,0,1,0,0,0
PA171710_98.JPG,98,0,0,1,0,0,0
PA171710_99.JPG,99,0,0,1,0,0,0
PA171710_100.JPG,100,0,0,1,0,0,0
PA171710_101.JPG,101,0,0,1,0,0,0
PA171710_102.JPG,102,0,0,1,0,0,0
PA171710_103.JPG,103,0,0,1,0,0,0
PA171710_104.JPG,104,0,0,1,0,0,0
PA171710_105.JPG,105,0,0,1,0,0,0
PA171710_106.JPG,106,0,0,1,0,0,0
PA171710_107.JPG,107,0,0,1,0,0,0
PA171710_108.JPG,108,0,0,1,0,0,0
PA171710_109.JPG,109,0,0,1,0,0,0
PA171710_110.JPG,110,0,0,1,0,0,0
PA171710_111.JPG,111,0,0,1,0,0,0
PA171710_112.JPG,112,0,0,1,0,0,0
PA171710_113.JPG,113,0,0,1,0,0,0
PA171710_114.JPG,114,0,0,1,0,0,0
PA171710_115.JPG,115,0,0,1,0,0,0
PA171710_116.JPG,116,0,0,1,0,0,0
PA171710_117.JPG,117,0,0,1,0,0,0
PA171710_118.JPG,118,0,0,1,0,0,0
PA171710_119.JPG,119,0,0,1,0,0,0
PA171710_120.JPG,120,0,0,1,0,0,0
PA171710_121.JPG,121,0,0,1,0,0,0
PA171710_122.JPG,122,0,0,1,0,0,0
PA171710_123.JPG,123,0,0,1,0,0,0
PA171710_124.JPG,124,0,0,1,0,0,0
PA171710_125.JPG,125,0,0,1,0,0,0
PA171710_126.JPG,126,0,0,1,0,0,0
PA171710_127.JPG,127,0,0,1,0,0,0
PA171710_128.JPG,128,0,0,1,0,0,0
PA171710_129.JPG,129,0,0,0,1,0,0
PA171742_0.JPG,0,0,0,1,0,0,0
PA171742_1.JPG,1,0,0,1,0,0,0
PA171742_2.JPG,2,0,0,1,0,0,0
PA171742_3.JPG,3,0,0,1,0,0,0
PA171742_4.JPG,4,0,0,1,0,0,0
PA171742_5.JPG,5,0,0,1,0,0,0
PA171742_6.JPG,6,0,0,1,0,0,0
PA171742_7.JPG,7,0,0,1,0,0,0
PA171742_8.JPG,8,0,0,1,0,0,0
PA171742_9.JPG,9,0,0,1,0,0,0
PA171742_10.JPG,10,0,0,1,0,0,0
PA171742_11.JPG,11,0,0,1,0,0,0
PA171742_12.JPG,12,0,0,1,0,0,0
PA171742_13.JPG,13,0,0,1,0,0,0
PA171742_14.JPG,14,0,0,1,0,0,0
PA171742_15.JPG,15,0,0,1,0,0,0
PA171742_16.JPG,16,0,0,1,0,0,0
PA171742_17.JPG,17,0,0,1,0,0,0
PA171742_18.JPG,18,0,0,1,0,0,0
PA171742_19.JPG,19,0,0,1,0,0,0
PA171742_20.JPG,20,0,0,1,0,0,0
PA171742_21.JPG,21,0,0,1,0,0,0
PA171742_22.JPG,22,0,0,1,0,0,0
PA171742_23.JPG,23,0,0,1,0,0,0
PA171742_24.JPG,24,0,0,1,0,0,0
PA171742_25.JPG,25,0,0,1,0,0,0
PA171742_26.JPG,26,0,0,1,0,0,0
PA171742_27.JPG,27,0,0,1,0,0,0
PA171742_28.JPG,28,0,0,1,0,0,0
PA171742_29.JPG,29,0,0,1,0,0,0
PA171742_30.JPG,30,0,0,1,0,0,0
PA171742_31.JPG,31,0,0,1,0,0,0
PA171742_32.JPG,32,0,0,1,0,0,0
PA171742_33.JPG,33,0,0,1,0,0,0
PA171742_34.JPG,34,0,0,1,0,0,0
PA171742_35.JPG,35,0,0,1,0,0,0
PA171742_36.JPG,36,0,0,1,0,0,0
PA171742_37.JPG,37,0,0,1,0,0,0
PA171742_38.JPG,38,0,0,1,0,0,0
PA171742_39.JPG,39,0,0,1,0,0,0
PA171742_40.JPG,40,0,0,1,0,0,0
PA171742_41.JPG,41,0,0,1,0,0,0
PA171742_42.JPG,42,0,0,1,0,0,0
PA171742_43.JPG,43,0,0,1,0,0,0
PA171742_44.JPG,44,0,0,1,0,0,0
PA171742_45.JPG,45,0,0,1,0,0,0
PA171742_46.JPG,46,0,0,1,0,0,0
PA171742_47.JPG,47,0,0,1,0,0,0
PA171742_48.JPG,48,0,0,1,0,0,0
PA171742_49.JPG,49,0,0,1,0,0,0
PA171742_50.JPG,50,0,0,1,0,0,0
PA171742_51.JPG,51,0,0,1,0,0,0
PA171742_52.JPG,52,0,0,1,0,0,0
PA171742_53.JPG,53,0,0,1,0,0,0
PA171742_54.JPG,54,0,0,1,0,0,0
PA171742_55.JPG,55,0,0,1,0,0,0
PA171742_56.JPG,56,0,0,1,0,0,0
PA171742_57.JPG,57,0,0,1,0,0,0
PA171742_58.JPG,58,0,0,1,0,0,0
PA171742_59.JPG,59,0,0,1,0,0,0
PA171742_60.JPG,60,0,0,1,0,0,0
PA171742_61.JPG,61,0,0,1,0,0,0
PA171742_62.JPG,62,0,0,1,0,0,0
PA171742_63.JPG,63,0,0,1,0,0,0
PA171742_64.JPG,64,0,0,1,0,0,0
PA171742_65.JPG,65,0,0,1,0,0,0
PA171742_66.JPG,66,0,0,1,0,0,0
PA171742_67.JPG,67,0,0,1,0,0,0
PA171742_68.JPG,68,0,0,1,0,0,0
PA171742_69.JPG,69,0,0,1,0,0,0
PA171742_70.JPG,70,0,0,1,0,0,0
PA171742_71.JPG,71,0,0,1,0,0,0
PA171742_72.JPG,72,0,0,1,0,0,0
PA171742_73.JPG,73,0,0,1,0,0,0
PA171742_74.JPG,74,0,0,1,0,0,0
PA171742_75.JPG,75,0,0,1,0,0,0
PA171742_76.JPG,76,0,0,1,0,0,0
PA171742_77.JPG,77,0,0,1,0,0,0
PA171742_78.JPG,78,0,0,1,0,0,0
PA171742_79.JPG,79,0,0,1,0,0,0
PA171742_80.JPG,80,0,0,1,0,0,0
PA171742_81.JPG,81,0,0,1,0,0,0
PA171742_82.JPG,82,0,0,1,0,0,0
PA171742_83.JPG,83,0,0,1,0,0,0
PA171742_84.JPG,84,0,0,1,0,0,0
PA171742_85.JPG,85,0,0,1,0,0,0
PA171742_86.JPG,86,0,0,1,0,0,0
PA171742_87.JPG,87,0,0,1,0,0,0
PA171742_88.JPG,88,0,0,1,0,0,0
PA171742_89.JPG,89,0,0,1,0,0,0
PA171742_90.JPG,90,0,0,1,0,0,0
PA171742_91.JPG,91,0,0,1,0,0,0
PA171742_92.JPG,92,0,0,1,0,0,0
PA171742_93.JPG,93,0,0,1,0,0,0
PA171742_94.JPG,94,0,0,1,0,0,0
PA171742_95.JPG,95,0,0,1,0,0,0
PA171742_96.JPG,96,0,0,1,0,0,0
PA171742_97.JPG,97,0,0,1,0,0,0
PA171742_98.JPG,98,0,0,1,0,0,0
PA171742_99.JPG,99,0,0,1,0,0,0
PA171742_100.JPG,100,0,0,1,0,0,0
PA171742_101.JPG,101,0,0,1,0,0,0
PA171742_102.JPG,102,0,0,1,0,0,0
PA171742_103.JPG,103,0,0,1,0,0,0
PA171742_104.JPG,104,0,0,1,0,0,0
PA171742_105.JPG,105,0,0,1,0,0,0
PA171742_106.JPG,106,0,0,1,0,0,0
PA171742_107.JPG,107,0,0,1,0,0,0
PA171742_108.JPG,108,0,0,1,0,0,0
PA171742_109.JPG,109,0,0,1,0,0,0
PA171742_110.JPG,110,0,0,1,0,0,0
PA171742_111.JPG,111,0,0,1,0,0,0
PA171742_112.JPG,112,0,0,1,0,0,0
PA171742_113.JPG,113,0,0,1,0,0,0
PA171742_114.JPG,114,0,0,1,0,0,0
PA171742_115.JPG,115,0,0,1,0,0,0
PA171742_116.JPG,116,0,0,1,0,0,0
PA171742_117.JPG,117,0,0,1,0,0,0
PA171742_118.JPG,118,0,0,1,0,0,0
PA171742_119.JPG,119,0,0,1,0,0,0
PA171742_120.JPG,120,0,0,1,0,0,0
PA171742_121.JPG,121,0,0,1,0,0,0
PA171742_122.JPG,122,0,0,1,0,0,0
PA171742_123.JPG,123,0,0,1,0,0,0
PA171742_124.JPG,124,0,0,1,0,0,0
PA171742_125.JPG,125,0,0,0,1,0,0
PA171742_126.JPG,126,0,0,0,1,0,0
PA171742_127.JPG,127,0,0,0,1,0,0
PA171774_0.JPG,0,0,0,1,0,0,0
PA171774_1.JPG,1,0,0,1,0,0,0
PA171774_2.JPG,2,0,0,1,0,0,0
PA171774_3.JPG,3,0,0,1,0,0,0
PA171774_4.JPG,4,0,0,1,0,0,0
PA171774_5.JPG,5,0,0,1,0,0,0
PA171774_6.JPG,6,0,0,1,0,0,0
PA171774_7.JPG,7,0,0,1,0,0,0
PA171774_8.JPG,8,0,0,1,0,0,0
PA171774_9.JPG,9,0,0,1,0,0,0
PA171774_10.JPG,10,0,0,1,0,0,0
PA171774_11.JPG,11,0,0,1,0,0,0
PA171774_12.JPG,12,0,0,1,0,0,0
PA171774_13.JPG,13,0,0,1,0,0,0
PA171774_14.JPG,14,0,0,1,0,0,0
PA171774_15.JPG,15,0,0,1,0,0,0
PA171774_16.JPG,16,0,0,1,0,0,0
PA171774_17.JPG,17,0,0,1,0,0,0
PA171774_18.JPG,18,0,0,1,0,0,0
PA171774_19.JPG,19,0,0,1,0,0,0
PA171774_20.JPG,20,0,0,1,0,0,0
PA171774_21.JPG,21,0,0,1,0,0,0
PA171774_22.JPG,22,0,0,1,0,0,0
PA171774_23.JPG,23,0,0,1,0,0,0
PA171774_24.JPG,24,0,0,1,0,0,0
PA171774_25.JPG,25,0,0,1,0,0,0
PA171774_26.JPG,26,0,0,1,0,0,0
PA171774_27.JPG,27,0,0,1,0,0,0
PA171774_28.JPG,28,0,0,1,0,0,0
PA171774_29.JPG,29,0,0,1,0,0,0
PA171774_30.JPG,30,0,0,1,0,0,0
PA171774_31.JPG,31,0,0,1,0,0,0
PA171774_32.JPG,32,0,0,1,0,0,0
PA171774_33.JPG,33,0,0,1,0,0,0
PA171774_34.JPG,34,0,0,1,0,0,0
PA171774_35.JPG,35,0,0,1,0,0,0
PA171774_36.JPG,36,0,0,1,0,0,0
PA171774_37.JPG,37,0,0,1,0,0,0
PA171774_38.JPG,38,0,0,1,0,0,0
PA171774_39.JPG,39,0,0,1,0,0,0
PA171774_40.JPG,40,0,0,1,0,0,0
PA171774_41.JPG,41,0,0,1,0,0,0
PA171774_42.JPG,42,0,0,1,0,0,0
PA171774_43.JPG,43,0,0,1,0,0,0
PA171774_44.JPG,44,0,0,1,0,0,0
PA171774_45.JPG,45,0,0,1,0,0,0
PA171774_46.JPG,46,0,0,1,0,0,0
PA171774_47.JPG,47,0,0,1,0,0,0
PA171774_48.JPG,48,0,0,1,0,0,0
PA171774_49.JPG,49,0,0,1,0,0,0
PA171774_50.JPG,50,0,0,1,0,0,0
PA171774_51.JPG,51,0,0,1,0,0,0
PA171774_52.JPG,52,0,0,1,0,0,0
PA171774_53.JPG,53,0,0,1,0,0,0
PA171774_54.JPG,54,0,0,1,0,0,0
PA171774_55.JPG,55,0,0,1,0,0,0
PA171774_56.JPG,56,0,0,1,0,0,0
PA171774_57.JPG,57,0,0,1,0,0,0
PA171774_58.JPG,58,0,0,1,0,0,0
PA171774_59.JPG,59,0,0,1,0,0,0
PA171774_60.JPG,60,0,0,1,0,0,0
PA171774_61.JPG,61,0,0,1,0,0,0
PA171774_62.JPG,62,0,0,1,0,0,0
PA171774_63.JPG,63,0,0,1,0,0,0
PA171774_64.JPG,64,0,0,1,0,0,0
PA171774_65.JPG,65,0,0,1,0,0,0
PA171774_66.JPG,66,0,0,1,0,0,0
PA171774_67.JPG,67,0,0,1,0,0,0
PA171774_68.JPG,68,0,0,1,0,0,0
PA171774_69.JPG,69,0,0,1,0,0,0
PA171774_70.JPG,70,0,0,1,0,0,0
PA171774_71.JPG,71,0,0,1,0,0,0
PA171774_72.JPG,72,0,0,1,0,0,0
PA171774_73.JPG,73,0,0,1,0,0,0
PA171774_74.JPG,74,0,0,1,0,0,0
PA171774_75.JPG,75,0,0,1,0,0,0
PA171774_76.JPG,76,0,0,1,0,0,0
PA171774_77.JPG,77,0,0,1,0,0,0
PA171774_78.JPG,78,0,0,1,0,0,0
PA171774_79.JPG,79,0,0,1,0,0,0
PA171774_80.JPG,80,0,0,1,0,0,0
PA171774_81.JPG,81,0,0,1,0,0,0
PA171774_82.JPG,82,0,0,1,0,0,0
PA171774_83.JPG,83,0,0,1,0,0,0
PA171774_84.JPG,84,0,0,1,0,0,0
PA171774_85.JPG,85,0,0,1,0,0,0
PA171774_86.JPG,86,0,0,1,0,0,0
PA171774_87.JPG,87,0,0,1,0,0,0
PA171774_88.JPG,88,0,0,1,0,0,0
PA171774_89.JPG,89,0,0,1,0,0,0
PA171774_90.JPG,90,0,0,1,0,0,0
PA171774_91.JPG,91,0,0,1,0,0,0
PA171774_92.JPG,92,0,0,1,0,0,0
PA171774_93.JPG,93,0,0,1,0,0,0
PA171774_94.JPG,94,0,0,1,0,0,0
PA171774_95.JPG,95,0,0,1,0,0,0
PA171774_96.JPG,96,0,0,1,0,0,0
PA171774_97.JPG,97,0,0,1,0,0,0
PA171774_98.JPG,98,0,0,1,0,0,0
PA171774_99.JPG,99,0,0,1,0,0,0
PA171774_100.JPG,100,0,0,1,0,0,0
PA171774_101.JPG,101,0,0,1,0,0,0
PA171774_102.JPG,102,0,0,1,0,0,0
PA171774_103.JPG,103,0,0,1,0,0,0
PA171774_104.JPG,104,0,0,1,0,0,0
PA171774_105.JPG,105,0,0,1,0,0,0
PA171774_106.JPG,106,0,0,1,0,0,0
PA171774_107.JPG,107,0,0,1,0,0,0
PA171774_108.JPG,108,0,0,1,0,0,0
PA171774_109.JPG,109,0,0,1,0,0,0
PA171774_110.JPG,110,0,0,1,0,0,0
PA171774_111.JPG,111,0,0,1,0,0,0
PA171774_112.JPG,112,0,0,1,0,0,0
PA171774_113.JPG,113,0,0,1,0,0,0
PA171774_114.JPG,114,0,0,1,0,0,0
PA171774_115.JPG,115,0,0,1,0,0,0
PA171774_116.JPG,116,0,0,1,0,0,0
PA171774_117.JPG,117,0,0,1,0,0,0
PA171774_118.JPG,118,0,0,1,0,0,0
PA171774_119.JPG,119,0,1,0,0,0,0
PA171806_0.JPG,0,0,0,1,0,0,0
PA171806_1.JPG,1,0,0,1,0,0,0
PA171806_2.JPG,2,0,0,1,0,0,0
PA171806_3.JPG,3,0,0,1,0,0,0
PA171806_4.JPG,4,0,0,1,0,0,0
PA171806_5.JPG,5,0,0,1,0,0,0
PA171806_6.JPG,6,0,0,1,0,0,0
PA171806_7.JPG,7,0,0,1,0,0,0
PA171806_8.JPG,8,0,0,1,0,0,0
PA171806_9.JPG,9,0,0,1,0,0,0
PA171806_10.JPG,10,0,0,1,0,0,0
PA171806_11.JPG,11,0,0,1,0,0,0
PA171806_12.JPG,12,0,0,1,0,0,0
PA171806_13.JPG,13,0,0,1,0,0,0
PA171806_14.JPG,14,0,0,1,0,0,0
PA171806_15.JPG,15,0,0,1,0,0,0
PA171806_16.JPG,16,0,0,1,0,0,0
PA171806_17.JPG,17,0,0,1,0,0,0
PA171806_18.JPG,18,0,0,1,0,0,0
PA171806_19.JPG,19,0,0,1,0,0,0
PA171806_20.JPG,20,0,0,1,0,0,0
PA171806_21.JPG,21,0,0,1,0,0,0
PA171806_22.JPG,22,0,0,1,0,0,0
PA171806_23.JPG,23,0,0,1,0,0,0
PA171806_24.JPG,24,0,0,1,0,0,0
PA171806_25.JPG,25,0,0,1,0,0,0
PA171806_26.JPG,26,0,0,1,0,0,0
PA171806_27.JPG,27,0,0,1,0,0,0
PA171806_28.JPG,28,0,0,1,0,0,0
PA171806_29.JPG,29,0,0,1,0,0,0
PA171806_30.JPG,30,0,0,1,0,0,0
PA171806_31.JPG,31,0,0,1,0,0,0
PA171806_32.JPG,32,0,0,1,0,0,0
PA171806_33.JPG,33,0,0,1,0,0,0
PA171806_34.JPG,34,0,0,1,0,0,0
PA171806_35.JPG,35,0,0,1,0,0,0
PA171806_36.JPG,36,0,0,1,0,0,0
PA171806_37.JPG,37,0,0,1,0,0,0
PA171806_38.JPG,38,0,0,1,0,0,0
PA171806_39.JPG,39,0,0,1,0,0,0
PA171806_40.JPG,40,0,0,1,0,0,0
PA171806_41.JPG,41,0,0,1,0,0,0
PA171806_42.JPG,42,0,0,1,0,0,0
PA171806_43.JPG,43,0,0,1,0,0,0
PA171806_44.JPG,44,0,0,1,0,0,0
PA171806_45.JPG,45,0,0,1,0,0,0
PA171806_46.JPG,46,0,0,1,0,0,0
PA171806_47.JPG,47,0,0,1,0,0,0
PA171806_48.JPG,48,0,0,1,0,0,0
PA171806_49.JPG,49,0,0,1,0,0,0
PA171806_50.JPG,50,0,0,1,0,0,0
PA171806_51.JPG,51,0,0,1,0,0,0
PA171806_52.JPG,52,0,0,1,0,0,0
PA171806_53.JPG,53,0,0,1,0,0,0
PA171806_54.JPG,54,0,0,1,0,0,0
PA171806_55.JPG,55,0,0,1,0,0,0
PA171806_56.JPG,56,0,0,1,0,0,0
PA171806_57.JPG,57,0,0,1,0,0,0
PA171806_58.JPG,58,0,0,1,0,0,0
PA171806_59.JPG,59,0,0,1,0,0,0
PA171806_60.JPG,60,0,0,1,0,0,0
PA171806_61.JPG,61,0,0,1,0,0,0
PA171806_62.JPG,62,0,0,1,0,0,0
PA171806_63.JPG,63,0,0,1,0,0,0
PA171806_64.JPG,64,0,0,1,0,0,0
PA171806_65.JPG,65,0,0,1,0,0,0
PA171806_66.JPG,66,0,0,1,0,0,0
PA171806_67.JPG,67,0,0,1,0,0,0
PA171806_68.JPG,68,0,0,1,0,0,0
PA171806_69.JPG,69,0,0,1,0,0,0
PA171806_70.JPG,70,0,0,1,0,0,0
PA171806_71.JPG,71,0,0,1,0,0,0
PA171806_72.JPG,72,0,0,1,0,0,0
PA171806_73.JPG,73,0,0,1,0,0,0
PA171806_74.JPG,74,0,0,1,0,0,0
PA171806_75.JPG,75,0,0,1,0,0,0
PA171806_76.JPG,76,0,0,1,0,0,0
PA171806_77.JPG,77,0,0,1,0,0,0
PA171806_78.JPG,78,0,0,1,0,0,0
PA171806_79.JPG,79,0,0,1,0,0,0
PA171806_80.JPG,80,0,0,1,0,0,0
PA171806_81.JPG,81,0,0,1,0,0,0
PA171806_82.JPG,82,0,0,1,0,0,0
PA171806_83.JPG,83,0,0,1,0,0,0
PA171806_84.JPG,84,0,0,1,0,0,0
PA171806_85.JPG,85,0,0,1,0,0,0
PA171806_86.JPG,86,0,0,1,0,0,0
PA171806_87.JPG,87,0,0,1,0,0,0
PA171806_88.JPG,88,0,0,1,0,0,0
PA171806_89.JPG,89,0,0,1,0,0,0
PA171806_90.JPG,90,0,0,1,0,0,0
PA171806_91.JPG,91,0,0,1,0,0,0
PA171806_92.JPG,92,0,0,1,0,0,0
PA171806_93.JPG,93,0,0,1,0,0,0
PA171806_94.JPG,94,0,0,1,0,0,0
PA171806_95.JPG,95,0,0,1,0,0,0
PA171806_96.JPG,96,0,0,1,0,0,0
PA171806_97.JPG,97,0,0,1,0,0,0
PA171806_98.JPG,98,0,0,1,0,0,0
PA171806_99.JPG,99,0,0,1,0,0,0
PA171806_100.JPG,100,0,0,1,0,0,0
PA171806_101.JPG,101,0,0,1,0,0,0
PA171806_102.JPG,102,0,0,1,0,0,0
PA171806_103.JPG,103,0,0,1,0,0,0
PA171806_104.JPG,104,0,0,1,0,0,0
PA171806_105.JPG,105,0,0,1,0,0,0
PA171806_106.JPG,106,0,0,1,0,0,0
PA171806_107.JPG,107,0,0,1,0,0,0
PA171806_108.JPG,108,0,0,1,0,0,0
PA171806_109.JPG,109,0,0,1,0,0,0
PA171806_110.JPG,110,0,0,1,0,0,0
PA171806_111.JPG,111,0,0,1,0,0,0
PA171806_112.JPG,112,0,0,1,0,0,0
PA171806_113.JPG,113,0,0,1,0,0,0
PA171806_114.JPG,114,0,0,1,0,0,0
PA171806_115.JPG,115,0,0,1,0,0,0
PA171806_116.JPG,116,0,0,1,0,0,0
PA171806_117.JPG,117,0,0,1,0,0,0
PA171806_118.JPG,118,0,0,1,0,0,0
PA171806_119.JPG,119,0,0,1,0,0,0
PA171806_120.JPG,120,0,0,1,0,0,0
PA171806_121.JPG,121,0,0,1,0,0,0
PA171806_122.JPG,122,0,0,1,0,0,0
PA171806_123.JPG,123,0,0,1,0,0,0
PA171806_124.JPG,124,0,0,1,0,0,0
PA171806_125.JPG,125,0,0,1,0,0,0
PA171806_126.JPG,126,0,0,1,0,0,0
PA171806_127.JPG,127,0,0,1,0,0,0
PA171806_128.JPG,128,0,0,1,0,0,0
PA171806_129.JPG,129,0,0,1,0,0,0
PA171806_130.JPG,130,0,0,1,0,0,0
PA171806_131.JPG,131,0,0,1,0,0,0
PA171806_132.JPG,132,0,0,1,0,0,0
PA171806_133.JPG,133,0,0,1,0,0,0
PA171806_134.JPG,134,0,0,1,0,0,0
PA171806_135.JPG,135,0,0,1,0,0,0
PA171806_136.JPG,136,0,0,1,0,0,0
PA171806_137.JPG,137,0,0,1,0,0,0
PA171806_138.JPG,138,0,0,1,0,0,0
PA171806_139.JPG,139,0,0,1,0,0,0
PA171806_140.JPG,140,0,0,1,0,0,0
PA171806_141.JPG,141,0,0,1,0,0,0
PA171806_142.JPG,142,0,0,1,0,0,0
PA171806_143.JPG,143,0,0,1,0,0,0
PA171806_144.JPG,144,0,0,1,0,0,0
PA171806_145.JPG,145,0,0,1,0,0,0
PA171806_146.JPG,146,0,0,1,0,0,0
PA171806_147.JPG,147,0,0,1,0,0,0
PA171806_148.JPG,148,0,0,1,0,0,0
PA171806_149.JPG,149,0,0,1,0,0,0
PA171806_150.JPG,150,0,0,1,0,0,0
PA171806_151.JPG,151,0,0,1,0,0,0
PA171806_152.JPG,152,0,0,1,0,0,0
PA171806_153.JPG,153,0,0,1,0,0,0
PA171806_154.JPG,154,0,0,1,0,0,0
PA171806_155.JPG,155,0,0,1,0,0,0
PA171806_156.JPG,156,0,1,0,0,0,0
PA171838_0.JPG,0,0,0,1,0,0,0
PA171838_1.JPG,1,0,0,1,0,0,0
PA171838_2.JPG,2,0,0,1,0,0,0
PA171838_3.JPG,3,0,0,1,0,0,0
PA171838_4.JPG,4,0,0,1,0,0,0
PA171838_5.JPG,5,0,0,1,0,0,0
PA171838_6.JPG,6,0,0,1,0,0,0
PA171838_7.JPG,7,0,0,1,0,0,0
PA171838_8.JPG,8,0,0,1,0,0,0
PA171838_9.JPG,9,0,0,1,0,0,0
PA171838_10.JPG,10,0,0,1,0,0,0
PA171838_11.JPG,11,0,0,1,0,0,0
PA171838_12.JPG,12,0,0,1,0,0,0
PA171838_13.JPG,13,0,0,1,0,0,0
PA171838_14.JPG,14,0,0,1,0,0,0
PA171838_15.JPG,15,0,0,1,0,0,0
PA171838_16.JPG,16,0,0,1,0,0,0
PA171838_17.JPG,17,0,0,1,0,0,0
PA171838_18.JPG,18,0,0,1,0,0,0
PA171838_19.JPG,19,0,0,1,0,0,0
PA171838_20.JPG,20,0,0,1,0,0,0
